id,created_at,text
332684427895386112,2013-05-10 02:32:03,b'sleeping in the basement during summer &gt;&gt;&gt;'
332478747624214528,2013-05-09 12:54:45,b'i just lost 4 points on a math test for not knowing what a rhombus looks like #mathproblems'
332326980945072128,2013-05-09 02:51:41,b'there is really no motivation waking up on school days'
332303879402311680,2013-05-09 01:19:53,b'holy crap i suck at driving'
332246016021626880,2013-05-08 21:29:57,b'nutella is so good'
331775167711821825,2013-05-07 14:18:58,b'why are chip bags half empty #fixyoshiz'
331195079156973570,2013-05-05 23:53:54,b'i hate flys so much'
330323268978499584,2013-05-03 14:09:39,b'you would think that people in highschool could actually talk in front of a class #notthecase'
330091112301731840,2013-05-02 22:47:08,b'@LiLCBaller23 your xL Vibe?'
329960992035446784,2013-05-02 14:10:05,b'im more excited for FIFA 14 than the new call of duty'
329921777948041216,2013-05-02 11:34:16,b'living by the highschool makes life so much easier'
329398692933148673,2013-05-01 00:55:42,b'why cant homework be optional and let students fail with the tests'
329293051359019009,2013-04-30 17:55:56,b'finally awale..still sleepy af'
328899625614450689,2013-04-29 15:52:36,b'gettin poked a billion freaking times for blood #smallveinproblems'
328883276498472960,2013-04-29 14:47:38,b'the smell of grass being cut..reminds me of summer #hurryup'
328680024884527104,2013-04-29 01:19:59,b'do people still use brooms?'
328643342692925440,2013-04-28 22:54:13,b'my little cousin approved of my rock story #letsgoA+'
327972552435699712,2013-04-27 02:28:44,b'@AmishJackers nah man u lost lol.'
327770001635426305,2013-04-26 13:03:52,b'sophmores go hard for student senate'
327526640089432065,2013-04-25 20:56:50,b'lucky charms or krave.. #decisions'
327488851415293953,2013-04-25 18:26:41,b'@LiLCBaller23 has a profile pic without a flatbill? #abouttime'
327128189816156160,2013-04-24 18:33:32,b'may 21.. ill be watching TV.'
327019680457965568,2013-04-24 11:22:22,b'@PhongLos happy birthday Phong!!!'
326498774635646977,2013-04-23 00:52:28,b'i hate nickelback songs with a passion'
326004662388027392,2013-04-21 16:09:03,b'im so glad i took english 9 instead of honors'
325370250424119296,2013-04-19 22:08:07,b'@LilBittyAdam35 has a mangina'
325247855503757313,2013-04-19 14:01:46,b'@LilBittyAdam35 leave me alone im English 9'
325246608876916737,2013-04-19 13:56:49,b'i wonder if dieing is just being really sleepy and sore'
325048678731636737,2013-04-19 00:50:18,b'i would rather have rain than snow anyday'
324874456810024962,2013-04-18 13:18:01,b'i want some google glasses..'
324674109034360832,2013-04-18 00:01:54,"b'RT @AmishJackers: Seriously though, PSY has such a better chance of taking over America than Kim.'"
324527807696875522,2013-04-17 14:20:33,b'doodle jump is too hard now'
324314621790019584,2013-04-17 00:13:25,b'so dropping that baton .. yeah. #fml'
324163275304599552,2013-04-16 14:12:02,b'@LiLCBaller23 #CATDADDY #DOUGIE #420'
324144414370971649,2013-04-16 12:57:05,b'what is the deal with people bringing ipads to class..'
323635298607190016,2013-04-15 03:14:02,b'i think there hasnt been a day where someone on twitter hasnt complained about school #getoverit'
323463450271559680,2013-04-14 15:51:10,b'@rachelmachuta happy birthday!!'
323430770947534848,2013-04-14 13:41:19,b'the weather today actually looks nice #spring'
323246634551091201,2013-04-14 01:29:37,b'shire music #myjam'
323245902108172290,2013-04-14 01:26:43,b'i love the lord of the rings series'
323201479802499072,2013-04-13 22:30:12,b'Psys new song just makes u think and say wtf'
322956267213684736,2013-04-13 06:15:48,b'BOPS 2 at 215 AM? #leggo'
322670060047065088,2013-04-12 11:18:31,b'@AmishJackers NOO! THE HALO4 CAMPAIGN WAS CALLING!'
322530593650921472,2013-04-12 02:04:20,b'it looks like the first day of winter outside'
322521332132745216,2013-04-12 01:27:32,b'i hate vine i cant open it..'
322490076762365952,2013-04-11 23:23:20,b'androids dont have a good vine app..#androidproblems'
321995301185531904,2013-04-10 14:37:16,b'this group chat im in is so gay #uknowwhouare'
321097327429431296,2013-04-08 03:09:03,b'the thought of having math tomorrow really puts me down..'
321089240626765825,2013-04-08 02:36:55,b'@abbeyjerome hes hilarious.'
321087975222042626,2013-04-08 02:31:53,b'@DrakeBell is freaking hilarious dealing with all of the beliebers'
321083472997400576,2013-04-08 02:14:00,b'swallowing medicine is so much better than drinking or chewing medicine'
320969993162469376,2013-04-07 18:43:04,b'dedicating this day to sleep'
320936389678075905,2013-04-07 16:29:32,b'playing with bubble wrap is so entertaining'
320297295302246400,2013-04-05 22:10:00,b'Whose line is it anyways is such a funny show #Bringitback'
319575496558002177,2013-04-03 22:21:50,b'@LilBittyAdam35 ur right abdul'
319568154886037505,2013-04-03 21:52:40,b'i hate the fact its wednesday and were halfway done with spring break'
319538387512070144,2013-04-03 19:54:22,b'this is the end looks like a funny movie'
319518344615182336,2013-04-03 18:34:44,b'cooked some rice today #2cool4u'
319220114870390784,2013-04-02 22:49:40,b'i bite on my straws way too much'
319112676091523072,2013-04-02 15:42:45,b'drinkin kool aid in the shower #fresh #swag #swerve'
318871399366283264,2013-04-01 23:44:00,b'watching orlando bloom makes me wanna watch lord of the rings'
318858534668337152,2013-04-01 22:52:53,b'shaun of the dead to funneh'
318830866568732672,2013-04-01 21:02:56,"b'feeling sick on spring break, fantastic.'"
318513185604911104,2013-04-01 00:00:35,b'last episode of the walking dead season today..'
318391909921984513,2013-03-31 15:58:41,"b'i dont understand why people drink alcohol, theres really no benifits'"
318151096847699970,2013-03-31 00:01:47,b'im so on and off with tweeting'
317457661266374656,2013-03-29 02:06:19,b'sleeping in is gonna feel great tommorow #SB13'
317455340125945856,2013-03-29 01:57:05,b'first episode of revolution in new season and its too sad :('
317431227655282688,2013-03-29 00:21:16,b'just watched that walking dead episode... Poor day daryl'
317374127520489472,2013-03-28 20:34:23,b'A on the math test! #feelsgood'
316907952978153472,2013-03-27 13:41:58,b'wreckin it up on typeracer #leaderboardssonny'
316667302445715459,2013-03-26 21:45:42,b'rice with teriyaki chicken #thebest'
316597698839080960,2013-03-26 17:09:08,b'my handwriting isnt that bad..'
316342055586627584,2013-03-26 00:13:18,b'finishing the eco paper #feelsgood'
316240495691059200,2013-03-25 17:29:44,b'i have a serious starburst addiction.'
316223412517347329,2013-03-25 16:21:51,b'i hate it when people chew so freaking loud #closeurmouth'
316175698941325312,2013-03-25 13:12:15,b'@Hkrepost hapy birthdaay!'
316005556638855169,2013-03-25 01:56:10,b'i hate the fact that idont have AMC on my tv'
315959451863625728,2013-03-24 22:52:58,b'@kylemonty12 idk yet my dad just decides on the spur of the moment'
315955200538066944,2013-03-24 22:36:04,b'spring break is not till next week. why is every1 leaving already?'
315831295487909888,2013-03-24 14:23:43,b'RT @JohnMccarthy07: Congrats Michael first place again!!!!'
315819368917397504,2013-03-24 13:36:19,b'just learned what oomf meant..#sobehind'
315662470532440064,2013-03-24 03:12:52,b'@onstott82 watch total recall.'
315508353952530432,2013-03-23 17:00:28,b'@JohnMccarthy07 well gl johnny gg to all the asians there'
315507260950458369,2013-03-23 16:56:07,b'@JohnMccarthy07 think u made it to nationals?'
315505173868974081,2013-03-23 16:47:49,b'@JohnMccarthy07 how many fbombs have u dropped since states..?'
315498642402324480,2013-03-23 16:21:52,b'my chemical romace band split? #wth'
315221820292861952,2013-03-22 22:01:53,b'@onstott82 @LilBittyAdam35 @ShellyLyndd17 more like dwarven babies'
315221025933639680,2013-03-22 21:58:43,b'#futurecouple @LilBittyAdam35 and @ShellyLyndd17'
315111224448798720,2013-03-22 14:42:25,b'sunkist or scooby doo fruit snacks &gt;&gt;&gt;&gt;'
314736858640834560,2013-03-21 13:54:49,"b'there be a filipino in intergrated tech, comes to me and says #filipinopride'"
314701685404618752,2013-03-21 11:35:03,b'@LexiiStrope15 happy birthdaaay! :)'
313759784128114688,2013-03-18 21:12:16,"b'just heard a 5 year old say ""do the harlem shake""'"
313759007112310784,2013-03-18 21:09:11,b'gotta love shots'
313652565051056129,2013-03-18 14:06:13,b'9th grade is seriously a walk in the park compared to 8th grade'
313634456864964608,2013-03-18 12:54:16,"b""RT @AYYYYONG: I wouldn't mind school as much if it wasn't cold as shit outside"""
313466357754757120,2013-03-18 01:46:18,"b""RT @LiLCBaller23: If we get any snow this week it better follow up with a snow day or else I don't want it \xf0\x9f\x98\x94\xf0\x9f\x98\xa3\xf0\x9f\x98\x92"""
313418798789185537,2013-03-17 22:37:19,b'cant wait to watch kick ass 2 #themotherf*cker'
313120256480665601,2013-03-17 02:51:01,b'there should be a class whore oscar award'
312739433063530496,2013-03-16 01:37:45,b'the person who deserves #tweetaholic is @littlelivss #16ktweets'
312598561680412672,2013-03-15 16:17:59,b'@EricaLybeer hes gonna live in a box'
312311158415712257,2013-03-14 21:15:57,b'waffles after school #myjam'
312239740986478593,2013-03-14 16:32:10,b'are the jonas brothers still alive? #importantquestion'
312194512191631360,2013-03-14 13:32:26,b'lmao  barely got a 4.0 with a 93% in eco #clutch'
312191134250188800,2013-03-14 13:19:01,b'why wont wendys website open #firstworldproblems'
312181681396260864,2013-03-14 12:41:27,b'how have i not hit 1k tweets'
312158940563644416,2013-03-14 11:11:05,b'todays pi day! and i have a math test..'
312045688009670656,2013-03-14 03:41:04,b'naps are necessary for me to get by school now'
311940532328878080,2013-03-13 20:43:13,b'just saw 3 teachers i have while walking home. too many live near me'
311893917777948672,2013-03-13 17:37:59,b'i wish i could bring a pillow to class'
311673641685356546,2013-03-13 03:02:41,b'@rachelmachuta #jermeylinlife'
311673087672332288,2013-03-13 03:00:29,b'sleepin on a couch for the night #badfumes'
311501905006305280,2013-03-12 15:40:16,b'some people need to shut up..'
311423261604999169,2013-03-12 10:27:46,b'@EricaLybeer Happy birthday!!'
311140146210824194,2013-03-11 15:42:46,b'learning about the perfect tomato #toocool4u'
311111570560270336,2013-03-11 13:49:13,b'just realizing the eco presentation is going to be not so easy #gimmeA+'
310966550037426177,2013-03-11 04:12:57,b'@EricaLybeer too bad im going to bed like a good person #nightynight'
310965407861334016,2013-03-11 04:08:25,b'@EricaLybeer i think this is the first time ive talked to u on twitter..#lifechanging'
310964829940748288,2013-03-11 04:06:07,b'@EricaLybeer REALLY!'
310962342177406977,2013-03-11 03:56:14,b'its so much more relaxing when music is playing'
310929053332942850,2013-03-11 01:43:57,b'so many spoilers in the walking dead #timetogetofftwitter'
310910597556482049,2013-03-11 00:30:37,b'watching people snap chatting is weird'
310803252084105216,2013-03-10 17:24:04,b'@littlelivss ive realized that shes SO PALE.'
310794104500006912,2013-03-10 16:47:43,b'i feel like ive gotten over my @MirandaCosgrove obsession..'
310792356678995968,2013-03-10 16:40:46,b'@LiLCBaller23 dang..'
310788192515289089,2013-03-10 16:24:13,b'@LiLCBaller23 tamtam made it?'
310116527036850176,2013-03-08 19:55:16,b'bumping into other peoples arm when writing #lefthandedproblems'
309428792542244864,2013-03-06 22:22:27,b'got my BOPS 2 fixed #zombietime'
308642905134882817,2013-03-04 18:19:37,b'@LilBittyAdam35 so its ur bday..and i know u want to rid-e-e out...u know the rest ;)'
308389813386629120,2013-03-04 01:33:55,b'i have math this tri #hateitalready'
308250272910700544,2013-03-03 16:19:26,b'spring break is pretty close..but not close enough'
307621521659138048,2013-03-01 22:41:00,b'i feel like justin bieber is gonna become a druggie'
307489799298764800,2013-03-01 13:57:35,b'89.9 on eco exam....like seriously #roundthatshitup'
307486717731028992,2013-03-01 13:45:20,b'why was my english exam the hardest one i took this tri.. #poorteachingallaround'
307144659564630017,2013-02-28 15:06:07,"b'hoyle is too easy, Macs was difficult'"
307122591448043521,2013-02-28 13:38:26,b'@LilBittyAdam35 just like those ranked games right?'
307117346458312706,2013-02-28 13:17:36,b'world history exam too  easy'
306459369023889408,2013-02-26 17:43:01,b'google glasses #NBT'
306222068456910848,2013-02-26 02:00:05,b'its ridiculous how many modern songs repeat the same line over and over again #beorginal'
306100870515412992,2013-02-25 17:58:29,b'gallon smashing - next harlem shake'
305036486825349121,2013-02-22 19:29:00,b'runescape 07 is back #thememories'
304928436013654018,2013-02-22 12:19:39,b'im kinda suprised we didnt get a delay or something'
304787347596263424,2013-02-22 02:59:01,"b'if school is going by this fast, imagine summer'"
304440138019258368,2013-02-21 03:59:19,b'i wanna play halo 2..'
304257910005977088,2013-02-20 15:55:13,b'PS4 reveal day today #nerdtweet'
304039264356802560,2013-02-20 01:26:24,b'pancakes smell so good.'
303284364014395393,2013-02-17 23:26:41,b'feel like crap #screwtheflu'
303052354859716609,2013-02-17 08:04:46,b'pukin at 3 AM #FML'
302948543675645953,2013-02-17 01:12:15,b'Real Madrid &gt; PSG any freaking day'
302150886124302337,2013-02-14 20:22:39,b'@EricaLybeer lmao u have pfau?'
300648457176219648,2013-02-10 16:52:32,b'the harlem shake is my jaaam'
300415054032023552,2013-02-10 01:25:04,b'witch hunter - bloody movie'
299239636205723648,2013-02-06 19:34:23,b'brazil be playin! #leggo #ronaldhino'
299206328239398912,2013-02-06 17:22:02,"b'super hexagon, hard as balls.'"
298258095283531777,2013-02-04 02:34:05,b'RT @AshKetchum151: When the lights in the Super Dome went out I was expecting to hear the Team Rocket motto start.'
297175280366276608,2013-02-01 02:51:22,b'Lord of the rings is my jam!'
297151261797670912,2013-02-01 01:15:56,b'LETS GO NATE'
297147199337410560,2013-02-01 00:59:47,b'World of warcraft is having a movie?! #nerdgasm @LiLCBaller23'
297062743104696320,2013-01-31 19:24:11,b'i like to see how many pop noises i can make before a teacher tells me to shut up'
297038639228125184,2013-01-31 17:48:24,b'beckham went to PSG.. #PSGop'
297035227254099968,2013-01-31 17:34:51,b'im honestly cool with 8 hour movies'
297030140645502977,2013-01-31 17:14:38,b'GTA V not till september 17..daannng.'
296977999398567937,2013-01-31 13:47:27,b'watching @LiLCBaller23 play clash of clans #whatacoolguy'
296710349242134528,2013-01-30 20:03:54,b'just got a tangerine thrown at me #thesweetlife'
296454992280305664,2013-01-30 03:09:12,b'i honestly dont understand MP weather'
296285267768258560,2013-01-29 15:54:47,b'@AsherH2O happy birthday big boy!'
296257990229622784,2013-01-29 14:06:23,b'dierise zombie map pack! too bad my bops2 is broken #sucks'
296208116880658432,2013-01-29 10:48:13,"b""MP's luck is finally going up?"""
296207801372524544,2013-01-29 10:46:57,"b""RT @AmishJackers: THE MIGHTY LORD TREAT'N US ALL RIGHT SWELL I'D SAY \xee\x90\x9d"""
295908407091802112,2013-01-28 14:57:16,b'@hannahkahn9 happy birthdayy!'
295840489628921856,2013-01-28 10:27:23,b'and people thought we were gonna have school #sleeptime'
295691827124772864,2013-01-28 00:36:39,"b'if school cancels, its gonna be bcuz of fog #thelogicofMP'"
295568778195001345,2013-01-27 16:27:42,b'@jakemogg happy bday bud!'
295565098326564864,2013-01-27 16:13:05,"b'"" Being a true fan isn\'t being there from the beginning, it\'s being there until the end.""'"
295542636469710848,2013-01-27 14:43:50,b'wow i forgot my science homework..#wingittime'
295538706176176129,2013-01-27 14:28:13,b'pancakes smell so good'
294462392816001024,2013-01-24 15:11:19,b'@Lovelaurenleigh Haapy birthhday!'
294230220104429570,2013-01-23 23:48:45,"b'i honestly dont hate justin bieber, i just hate most of his fans'"
293155378470989824,2013-01-21 00:37:43,b'the best singers i know are my cousins'
292071683404218368,2013-01-18 00:51:30,b'@JohnMccarthy07 LOOOL.'
291971414892900352,2013-01-17 18:13:04,b'@LiLCBaller23 ruzzle me'
291609742311321601,2013-01-16 18:15:55,b'i love hearing death stories in English..#noidont #wtfpeople'
291247861411225600,2013-01-15 18:17:55,b'theres some pretty good movies this summer #lemmewatch'
291237992603992064,2013-01-15 17:38:43,b'romeo and juliet = boring'
291024127555420161,2013-01-15 03:28:53,b'found my 2nd grade yearbook #memories'
290884638912696322,2013-01-14 18:14:36,b'spent almost the whole hour deleting email #englishsucks'
290884387405459456,2013-01-14 18:13:36,b'@realKalebbPerry kid needs to shutup'
290654463117651968,2013-01-14 02:59:58,b'i wonder if theres ever gonna be a sequel to kick ass..'
290623878089293824,2013-01-14 00:58:26,b'@ConWare wth are u doing with all that?'
290506499908849664,2013-01-13 17:12:01,b'i feel like im allergic to chocolate now..'
289981025591898113,2013-01-12 06:23:58,b'its so hard to reach 1k tweets'
289895792083365888,2013-01-12 00:45:17,b'rugrats is on #omgomgomg'
289786057472491520,2013-01-11 17:29:14,b'RT @ArianaGrande: Fourth day of my week in follows. Will follow at least 100 people today. Retweet for a follow! X'
289061634167668736,2013-01-09 17:30:38,b'dang kid lower ur voice..'
288707225025904640,2013-01-08 18:02:21,b'i hate almost every1 in my english class'
287986990291484672,2013-01-06 18:20:23,b'bout to finish this eco like halo 3 #legoo'
287748872149815297,2013-01-06 02:34:11,b'RT @LiLCBaller23: This Eco Project &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;'
287740722017341440,2013-01-06 02:01:48,b'Eco Project on a saturday night #ThanksforthehomeworkHoyle'
286928350340083712,2013-01-03 20:13:44,b'cream cheese with toasted bread #yum'
286656669709135872,2013-01-03 02:14:10,b'i dont remember anything from school #reviewsplease'
285989390084354048,2013-01-01 06:02:38,b'greyson chance? next JB.'
285976456255913984,2013-01-01 05:11:15,b'@LilBittyAdam35 1v1 me bomber'
285975481667420160,2013-01-01 05:07:22,b'i wanna watch mama'
285974035697893377,2013-01-01 05:01:37,b'Happy easter! #imcool'
285969557250768896,2013-01-01 04:43:50,b'TSWIZZLES ON! #Mahgirl'
285893021256544257,2012-12-31 23:39:42,b'@JohnMccarthy07 calling banshee? #idontthinkso'
285128592768258048,2012-12-29 21:02:08,b'i wonder how different the world would be if justin bieber wasnt known'
284809408322605056,2012-12-28 23:53:49,b'donuts are yummy.'
284788697239539712,2012-12-28 22:31:31,b'I hate how its already friday.. #Timeflys'
284077116960686080,2012-12-26 23:23:57,b'i wish i wasnt allergic to dogs #sadfact'
283588543501197312,2012-12-25 15:02:32,"b'fancy livin on spongebob, thats my shiz'"
283417803569102848,2012-12-25 03:44:04,b'RT @nick_prin: #IfSantaWasAsian ... isnt he? everything is made in china'
283408561025978368,2012-12-25 03:07:21,"b'the amount of times ive heard the phrase ""This girl is on FIREEE"" from nick and my cousins is tremendous'"
283400208124112896,2012-12-25 02:34:09,b'#songiwillneverforget campfire song song'
283274600866009088,2012-12-24 18:15:02,b'#2012BieberMemories .....REALLY.'
282872106134433793,2012-12-23 15:35:40,b'i feel like theres no perks for being a middle child'
282717857391980544,2012-12-23 05:22:44,b'snapchat is so confusing'
282624570370953218,2012-12-22 23:12:03,b'wrecked @kylemonty12 in FIFA today 5 times #whatsup'
282597281990062080,2012-12-22 21:23:37,"b'@kylemonty12 1v1, me.'"
282595886389940224,2012-12-22 21:18:04,"b'act of valor , such a good but sad movie'"
282557756010024960,2012-12-22 18:46:33,b'does any1 else think that tamagochi was the shiz?'
282320552918646784,2012-12-22 03:03:59,b'my boy bilbo baggins with the clutch!!'
282153269806108672,2012-12-21 15:59:16,"b'feels good to leave school..for u all other people still at school, hahahahaha'"
282134547901059072,2012-12-21 14:44:52,b'boring classes #cancelschool'
282096444939321344,2012-12-21 12:13:28,"b'today is such an im portant day of school, go to gym, watch a movie, read..#sarcasm'"
282094427256803328,2012-12-21 12:05:27,b'its my moms birthdayy!  #happybirthdaymama'
281956806962585600,2012-12-21 02:58:35,b'@ThayerGavin I actually didnt even watch her that much.'
281955922614575104,2012-12-21 02:55:05,"b'Carly lost, darn.'"
281849378505904128,2012-12-20 19:51:43,b'i would hate to walk in this weather'
281811178810912769,2012-12-20 17:19:55,b'i bet with our luck MP will get school tommorow #ourlucksucks'
281785427252367360,2012-12-20 15:37:35,b'@Lovelaurenleigh debby downer'
281732243624443904,2012-12-20 12:06:15,"b'a stop sign was covered with snow, shouldve canceled school'"
281731673396244480,2012-12-20 12:03:59,b'ima pretend this is the last school day b4 break'
281594414718128129,2012-12-20 02:58:34,"b""RT @LiLCBaller23: Christmas without snow just isn't the same... #comeonsnow"""
281594250834096128,2012-12-20 02:57:55,"b'USA won, i quit.'"
281593140274667520,2012-12-20 02:53:31,b'Custom Robo was seriously my favorite game when i was little #nerdtweet'
281586208134545408,2012-12-20 02:25:58,b'helping @LiLCBaller23 out with is Eco..Impossible'
281550925993218049,2012-12-20 00:05:46,b'@rachelmachuta u sucking figs nuts right now?'
281547652628377600,2012-12-19 23:52:45,b'it would stink if we had a green christmas this year'
281450347766099968,2012-12-19 17:26:06,b'brother where are thou seems funnnay'
281032840597082112,2012-12-18 13:47:05,b'@ThayerGavin sounds like a party'
280871121350430720,2012-12-18 03:04:28,b'u would think android wouldve made it possible to see emojis by now #squares4life'
280721899166769153,2012-12-17 17:11:30,b'eco sucks.'
280528375053946880,2012-12-17 04:22:31,b'its sad how this week is gonna be long as crap and winter break is going to feel like a day'
280385531450380289,2012-12-16 18:54:54,b'@nick_prin  brought KFC. Happy Birthday.'
280384046914207745,2012-12-16 18:49:00,b'i want to watch the hobbit. badly.'
279652825573756928,2012-12-14 18:23:23,b'school shootings are just terrible'
279404538400755712,2012-12-14 01:56:47,"b'called it woohoo, goodnight'"
279404195348635648,2012-12-14 01:55:25,b'i hope emblem3 gets out'
279368829036011522,2012-12-13 23:34:53,b'i need @ArianaGrande to follow me'
279368734056013826,2012-12-13 23:34:31,"b'RT @ArianaGrande: Quick following spree in celebration of 3.8. Still planning a live chat, I owe u! RT for a follow #loveu'"
279284980088176640,2012-12-13 18:01:42,b'i want to watch the hobbit'
278508134211911680,2012-12-11 14:34:48,b'scored 440 on snake game #nolife'
278094481734123520,2012-12-10 11:11:05,b'@AustinOnstott THE ROOAAAAD'
278088529081425920,2012-12-10 10:47:26,b'cmon morning sun delay MP..'
277947761062735872,2012-12-10 01:28:04,"b'winter weather adivisory for MP, that could lead to something #hope'"
277876806604976128,2012-12-09 20:46:08,b'the people who clear up the streets better not do it till monday afternoon #gimmenoschool'
277497404348059648,2012-12-08 19:38:32,b'best snowman ever http://t.co/tSBbswE1'
277480669788114946,2012-12-08 18:32:01,b'i wanna have a snowball fight..'
277415444527345664,2012-12-08 14:12:50,b'woke up at 8 and didnt know it was snowing till now #thatswhattwittersfor'
277015193417039872,2012-12-07 11:42:23,b'whenever i play bike race i get wrecked by @EdgarFig44 and @XMrRomoX #toogood'
276862331227607040,2012-12-07 01:34:58,b'two door cinema club is my jam!'
276850967369089024,2012-12-07 00:49:48,"b""mentos's are my shiz"""
276841061874294785,2012-12-07 00:10:27,b'@XMrRomoX the dirty dan one!'
276829507418193920,2012-12-06 23:24:32,b'favorite spongebob episode playin now #hilarious'
276443357071421440,2012-12-05 21:50:07,b'u realized that justin bieber does like 4 word tweets #whattafag'
276384161646911488,2012-12-05 17:54:53,"b'if u get her or have her, kudos.'"
276383602814627842,2012-12-05 17:52:40,b'English with Pfau is honestly too easy'
276163511162380288,2012-12-05 03:18:06,"b'@AustinOnstott i wish the people who wouldve died, actually died. wouldve made another movie'"
276160026631086081,2012-12-05 03:04:15,"b'@AustinOnstott That ending bro, wish it was real'"
276158892071874560,2012-12-05 02:59:45,b'What the heck? the ending was so lame in breaking dawn #Fake'
276148627548807168,2012-12-05 02:18:58,"b""i swear if there's no action packed ending in breaking dawn ima be pissed."""
276137919054499841,2012-12-05 01:36:24,b'@Smoore0 Corinthians'
276128767175446529,2012-12-05 01:00:02,b'Whos ready for that 2012 FIFA club world cup #LetsgoChelsea'
276097352048209920,2012-12-04 22:55:13,b'i be watching that breaking dawn'
276092310251503617,2012-12-04 22:35:10,b'Walking dead till Feb.? #Lame'
275660958792286208,2012-12-03 18:01:08,b'sex and seduction is what we talk about in english'
275658514020564992,2012-12-03 17:51:25,b'been stuck on this bike race level for like 20 minutes..'
275558225867337728,2012-12-03 11:12:55,b'well weatherman screwed me over'
275449019826851840,2012-12-03 03:58:58,"b'if we have no school tommorow my group for eco ""@LiLCBaller23 "" better work their asses off'"
275412522142679040,2012-12-03 01:33:56,b'@LilBittyAdam35 LOL GET WRECKED.'
275095670963191809,2012-12-02 04:34:53,b'when does it rain in December #lameweather'
275077552287150080,2012-12-02 03:22:53,b'@rachelmachuta @LiLCBaller23 what the hell'
275076271006945281,2012-12-02 03:17:48,b'@rachelmachuta @LiLCBaller23 ill let u suck connors thumb'
275073695549116417,2012-12-02 03:07:34,b'@LiLCBaller23 u better make the drawing the best ever.'
275071379576066048,2012-12-02 02:58:22,b'Literally just got t-bagged by @kylemonty12'
274688799328587776,2012-12-01 01:38:07,b'@ArianaGrande how bout a follow for me :)'
274337834721243137,2012-11-30 02:23:31,b'@kylemonty12 i turn on the tv and theres new characters now..'
274332873950101504,2012-11-30 02:03:48,b'glee is so confusing'
274207598394368001,2012-11-29 17:46:00,b'just shows how people are in english 9B'
274207115831300097,2012-11-29 17:44:05,b'and a kid just ate some paper.'
274206852349308928,2012-11-29 17:43:02,b'this tri is so stress free #lovinit'
273909329638334464,2012-11-28 22:00:47,b'666 tweet .. kinda wanna keep it like that'
273600512761405440,2012-11-28 01:33:40,b'Online gamer is so funny!'
273565282914676736,2012-11-27 23:13:40,b'sky high is my favorite disney movie #nostalogic'
273481039110889473,2012-11-27 17:38:55,b'shouldve taken honors..'
273480957426814977,2012-11-27 17:38:35,b'English 9B is just.. wow.'
273249577648398336,2012-11-27 02:19:10,b'2nd tri is gonna be such a blowoff'
273060063386693632,2012-11-26 13:46:06,"b""@LilBittyAdam35 but this is nick..he'll end up as a greeter at meijers"""
273059104744955907,2012-11-26 13:42:18,b'@LilBittyAdam35 he lives in cardboard'
273058777371127809,2012-11-26 13:41:00,"b""@LilBittyAdam35 we'll be dorm buds at MMCC!!"""
273053562664271872,2012-11-26 13:20:17,b'finished health exam with 40 minutes left #easy'
272840810934972416,2012-11-25 23:14:53,b'@kylemonty12 i actually have to get a D to result in a A- overall'
272840163833548800,2012-11-25 23:12:18,"b'@LiLCBaller23 thanks for the confidence booster man, really appreciate it'"
272830882270830593,2012-11-25 22:35:25,b'forgot i have a health exam tmrow..'
272748426129723393,2012-11-25 17:07:46,b'PSY dethrines Justin Bieber on youtube #finally'
272739473933078528,2012-11-25 16:32:12,b'@AYYYYONG yolo.'
272735389511471104,2012-11-25 16:15:58,b'@AYYYYONG HAAAAAPY BIMRTHDAYYY'
272712402699681793,2012-11-25 14:44:38,b'the only good snow is packing snow'
272567500326174720,2012-11-25 05:08:50,b'but why is it that every black person in a movie dies..#racist'
272566450403831808,2012-11-25 05:04:40,b'Red dawn pretty good movie.. prob better than breaking dawn'
272123021140049920,2012-11-23 23:42:38,b'Spongebob the movie! #hilarious'
271807596204269568,2012-11-23 02:49:15,b'@jakemogg like a cat :)'
271806910557208576,2012-11-23 02:46:32,b'@jakemogg @FOLLOW_4_PIC THERE IT IS!'
271748644770832384,2012-11-22 22:55:00,b'beat @nick_prin at kinect today #toogood'
271711695209107456,2012-11-22 20:28:10,b'#50reasonswhyilovejustinbieber ..that trends? #shameful'
271660087297335296,2012-11-22 17:03:06,b'Spongebobbb! #Bestshow'
271223952586711040,2012-11-21 12:10:04,b'@jorgeporge its crazy shit'
271049730111467520,2012-11-21 00:37:46,b'@LiLCBaller23 u callin me sexy?'
271048360776060928,2012-11-21 00:32:19,b'actually screw house hunters back to spongebob #myroots'
271047372023406593,2012-11-21 00:28:23,b'i be watching house hunters #getatme'
270999673232318464,2012-11-20 21:18:51,b'@BobbySotzen ur so inspiring'
270698102606929922,2012-11-20 01:20:31,b'@JakeKassuba i was wondering if any1 i knew had the class'
270697876357795841,2012-11-20 01:19:37,b'@JakeKassuba um..im speechless'
270673467878301696,2012-11-19 23:42:38,b'any1 have 5th hour spanishA next tri?'
270607457414430720,2012-11-19 19:20:20,b'watching the clock makes class go so slow #hurryup'
270603810035077120,2012-11-19 19:05:50,b'nuketown 2025 is gone now..'
270591519344443392,2012-11-19 18:17:00,b'cant wait to get out of health..forever.'
270355209560129536,2012-11-19 02:37:59,"b'i honestly dont want to get on twitters bcuz some1 ""asher"" might spoil #twd'"
